Case_Reported_Date,Reporting_PHU_ID,Reporting_PHU,Number_of_Cases
2022-02-09,4913,Southwestern Public Health,38
2022-02-09,5183,Huron Perth District Health Unit,28
2022-02-10,2226,Algoma Public Health Unit,62
2022-02-10,2227,Brant County Health Unit,24
2022-02-10,2230,Durham Region Health Department,91
2022-02-10,2233,Grey Bruce Health Unit,32
2022-02-10,2234,Haldimand-Norfolk Health Unit,18
2022-02-10,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",51
2022-02-10,2236,Halton Region Health Department,97
2022-02-10,2237,Hamilton Public Health Services,78
2022-02-10,2238,Hastings and Prince Edward Counties Health Unit,44
2022-02-10,2240,Chatham-Kent Health Unit,51
2022-02-10,2241,"Kingston, Frontenac and Lennox & Addington Public Health",52
2022-02-10,2242,Lambton Public Health,49
2022-02-10,2243,"Leeds, Grenville and Lanark District Health Unit",63
2022-02-10,2244,Middlesex-London Health Unit,87
2022-02-10,2246,Niagara Region Public Health Department,116
2022-02-10,2247,North Bay Parry Sound District Health Unit,38
2022-02-10,2249,Northwestern Health Unit,49
2022-02-10,2251,Ottawa Public Health,182
2022-02-10,2253,Peel Public Health,276
2022-02-10,2255,Peterborough Public Health,24
2022-02-10,2256,Porcupine Health Unit,49
2022-02-10,2257,Renfrew County and District Health Unit,23
2022-02-10,2258,Eastern Ontario Health Unit,60
2022-02-10,2260,Simcoe Muskoka District Health Unit,114
2022-02-10,2261,Sudbury & District Health Unit,81
2022-02-10,2262,Thunder Bay District Health Unit,101
2022-02-10,2263,Timiskaming Health Unit,12
2022-02-10,2265,"Region of Waterloo, Public Health",89
2022-02-10,2266,Wellington-Dufferin-Guelph Public Health,58
2022-02-10,2268,Windsor-Essex County Health Unit,126
2022-02-10,2270,York Region Public Health Services,140
2022-02-10,3895,Toronto Public Health,395
2022-02-10,4913,Southwestern Public Health,34
2022-02-10,5183,Huron Perth District Health Unit,33
2022-02-11,2226,Algoma Public Health Unit,51
2022-02-11,2227,Brant County Health Unit,22
2022-02-11,2230,Durham Region Health Department,108
2022-02-11,2233,Grey Bruce Health Unit,35
2022-02-11,2234,Haldimand-Norfolk Health Unit,21
2022-02-11,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",32
2022-02-11,2236,Halton Region Health Department,77
2022-02-11,2237,Hamilton Public Health Services,83
2022-02-11,2238,Hastings and Prince Edward Counties Health Unit,41
2022-02-11,2240,Chatham-Kent Health Unit,40
2022-02-11,2241,"Kingston, Frontenac and Lennox & Addington Public Health",47
2022-02-11,2242,Lambton Public Health,24
2022-02-11,2243,"Leeds, Grenville and Lanark District Health Unit",43
2022-02-11,2244,Middlesex-London Health Unit,123
2022-02-11,2246,Niagara Region Public Health Department,92
2022-02-11,2247,North Bay Parry Sound District Health Unit,30
2022-02-11,2249,Northwestern Health Unit,88
2022-02-11,2251,Ottawa Public Health,117
2022-02-11,2253,Peel Public Health,205
2022-02-11,2255,Peterborough Public Health,28
2022-02-11,2256,Porcupine Health Unit,72
2022-02-11,2257,Renfrew County and District Health Unit,13
2022-02-11,2258,Eastern Ontario Health Unit,44
2022-02-11,2260,Simcoe Muskoka District Health Unit,184
2022-02-11,2261,Sudbury & District Health Unit,120
2022-02-11,2262,Thunder Bay District Health Unit,102
2022-02-11,2263,Timiskaming Health Unit,14
2022-02-11,2265,"Region of Waterloo, Public Health",90
2022-02-11,2266,Wellington-Dufferin-Guelph Public Health,51
2022-02-11,2268,Windsor-Essex County Health Unit,77
2022-02-11,2270,York Region Public Health Services,104
2022-02-11,3895,Toronto Public Health,380
2022-02-11,4913,Southwestern Public Health,44
2022-02-11,5183,Huron Perth District Health Unit,28
2022-02-12,2226,Algoma Public Health Unit,21
2022-02-12,2227,Brant County Health Unit,20
2022-02-12,2230,Durham Region Health Department,88
2022-02-12,2233,Grey Bruce Health Unit,34
2022-02-12,2234,Haldimand-Norfolk Health Unit,19
2022-02-12,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",21
2022-02-12,2236,Halton Region Health Department,67
2022-02-12,2237,Hamilton Public Health Services,58
2022-02-12,2238,Hastings and Prince Edward Counties Health Unit,22
2022-02-12,2240,Chatham-Kent Health Unit,13
2022-02-12,2241,"Kingston, Frontenac and Lennox & Addington Public Health",31
2022-02-12,2242,Lambton Public Health,39
2022-02-12,2243,"Leeds, Grenville and Lanark District Health Unit",34
2022-02-12,2244,Middlesex-London Health Unit,98
2022-02-12,2246,Niagara Region Public Health Department,65
2022-02-12,2247,North Bay Parry Sound District Health Unit,30
2022-02-12,2249,Northwestern Health Unit,33
2022-02-12,2251,Ottawa Public Health,139
2022-02-12,2253,Peel Public Health,105
2022-02-12,2255,Peterborough Public Health,17
2022-02-12,2256,Porcupine Health Unit,24
2022-02-12,2257,Renfrew County and District Health Unit,25
2022-02-12,2258,Eastern Ontario Health Unit,25
2022-02-12,2260,Simcoe Muskoka District Health Unit,66
2022-02-12,2261,Sudbury & District Health Unit,64
2022-02-12,2262,Thunder Bay District Health Unit,40
2022-02-12,2263,Timiskaming Health Unit,2
2022-02-12,2265,"Region of Waterloo, Public Health",61
2022-02-12,2266,Wellington-Dufferin-Guelph Public Health,24
2022-02-12,2268,Windsor-Essex County Health Unit,96
2022-02-12,2270,York Region Public Health Services,125
2022-02-12,3895,Toronto Public Health,261
2022-02-12,4913,Southwestern Public Health,37
2022-02-12,5183,Huron Perth District Health Unit,14
2022-02-13,2226,Algoma Public Health Unit,27
2022-02-13,2227,Brant County Health Unit,9
2022-02-13,2230,Durham Region Health Department,57
2022-02-13,2233,Grey Bruce Health Unit,12
2022-02-13,2234,Haldimand-Norfolk Health Unit,9
2022-02-13,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",19
2022-02-13,2236,Halton Region Health Department,30
2022-02-13,2237,Hamilton Public Health Services,55
2022-02-13,2238,Hastings and Prince Edward Counties Health Unit,29
2022-02-13,2240,Chatham-Kent Health Unit,17
2022-02-13,2241,"Kingston, Frontenac and Lennox & Addington Public Health",43
2022-02-13,2242,Lambton Public Health,19
2022-02-13,2243,"Leeds, Grenville and Lanark District Health Unit",13
2022-02-13,2244,Middlesex-London Health Unit,41
2022-02-13,2246,Niagara Region Public Health Department,79
2022-02-13,2247,North Bay Parry Sound District Health Unit,8
2022-02-13,2249,Northwestern Health Unit,44
2022-02-13,2251,Ottawa Public Health,143
2022-02-13,2253,Peel Public Health,89
2022-02-13,2255,Peterborough Public Health,30
2022-02-13,2256,Porcupine Health Unit,18
2022-02-13,2257,Renfrew County and District Health Unit,9
2022-02-13,2258,Eastern Ontario Health Unit,20
2022-02-13,2260,Simcoe Muskoka District Health Unit,35
2022-02-13,2261,Sudbury & District Health Unit,20
2022-02-13,2262,Thunder Bay District Health Unit,26
2022-02-13,2265,"Region of Waterloo, Public Health",45
2022-02-13,2266,Wellington-Dufferin-Guelph Public Health,17
2022-02-13,2268,Windsor-Essex County Health Unit,57
2022-02-13,2270,York Region Public Health Services,54
2022-02-13,3895,Toronto Public Health,186
2022-02-13,4913,Southwestern Public Health,19
2022-02-13,5183,Huron Perth District Health Unit,10
2022-02-14,2226,Algoma Public Health Unit,46
2022-02-14,2227,Brant County Health Unit,18
2022-02-14,2230,Durham Region Health Department,66
2022-02-14,2233,Grey Bruce Health Unit,36
2022-02-14,2234,Haldimand-Norfolk Health Unit,16
2022-02-14,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",24
2022-02-14,2236,Halton Region Health Department,60
2022-02-14,2237,Hamilton Public Health Services,80
2022-02-14,2238,Hastings and Prince Edward Counties Health Unit,48
2022-02-14,2240,Chatham-Kent Health Unit,40
2022-02-14,2241,"Kingston, Frontenac and Lennox & Addington Public Health",57
2022-02-14,2242,Lambton Public Health,12
2022-02-14,2243,"Leeds, Grenville and Lanark District Health Unit",44
2022-02-14,2244,Middlesex-London Health Unit,56
2022-02-14,2246,Niagara Region Public Health Department,75
2022-02-14,2247,North Bay Parry Sound District Health Unit,38
2022-02-14,2249,Northwestern Health Unit,61
2022-02-14,2251,Ottawa Public Health,173
2022-02-14,2253,Peel Public Health,160
2022-02-14,2255,Peterborough Public Health,15
2022-02-14,2256,Porcupine Health Unit,51
2022-02-14,2257,Renfrew County and District Health Unit,16
2022-02-14,2258,Eastern Ontario Health Unit,19
2022-02-14,2260,Simcoe Muskoka District Health Unit,132
2022-02-14,2261,Sudbury & District Health Unit,68
2022-02-14,2262,Thunder Bay District Health Unit,62
2022-02-14,2263,Timiskaming Health Unit,3
2022-02-14,2265,"Region of Waterloo, Public Health",45
2022-02-14,2266,Wellington-Dufferin-Guelph Public Health,39
2022-02-14,2268,Windsor-Essex County Health Unit,60
2022-02-14,2270,York Region Public Health Services,96
2022-02-14,3895,Toronto Public Health,234
2022-02-14,4913,Southwestern Public Health,18
2022-02-14,5183,Huron Perth District Health Unit,16
2022-02-15,2226,Algoma Public Health Unit,66
2022-02-15,2227,Brant County Health Unit,26
2022-02-15,2230,Durham Region Health Department,87
2022-02-15,2233,Grey Bruce Health Unit,33
2022-02-15,2234,Haldimand-Norfolk Health Unit,27
2022-02-15,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",54
2022-02-15,2236,Halton Region Health Department,62
2022-02-15,2237,Hamilton Public Health Services,80
2022-02-15,2238,Hastings and Prince Edward Counties Health Unit,45
2022-02-15,2240,Chatham-Kent Health Unit,27
2022-02-15,2241,"Kingston, Frontenac and Lennox & Addington Public Health",83
2022-02-15,2242,Lambton Public Health,8
2022-02-15,2243,"Leeds, Grenville and Lanark District Health Unit",51
2022-02-15,2244,Middlesex-London Health Unit,88
2022-02-15,2246,Niagara Region Public Health Department,81
2022-02-15,2247,North Bay Parry Sound District Health Unit,29
2022-02-15,2249,Northwestern Health Unit,41
2022-02-15,2251,Ottawa Public Health,177
2022-02-15,2253,Peel Public Health,114
2022-02-15,2255,Peterborough Public Health,24
2022-02-15,2256,Porcupine Health Unit,62
2022-02-15,2257,Renfrew County and District Health Unit,16
2022-02-15,2258,Eastern Ontario Health Unit,39
2022-02-15,2260,Simcoe Muskoka District Health Unit,145
2022-02-15,2261,Sudbury & District Health Unit,33
2022-02-15,2262,Thunder Bay District Health Unit,68
2022-02-15,2263,Timiskaming Health Unit,3
2022-02-15,2265,"Region of Waterloo, Public Health",93
2022-02-15,2266,Wellington-Dufferin-Guelph Public Health,49
2022-02-15,2268,Windsor-Essex County Health Unit,114
2022-02-15,2270,York Region Public Health Services,124
2022-02-15,3895,Toronto Public Health,322
2022-02-15,4913,Southwestern Public Health,32
2022-02-15,5183,Huron Perth District Health Unit,28
2022-02-16,2226,Algoma Public Health Unit,60
2022-02-16,2227,Brant County Health Unit,23
2022-02-16,2230,Durham Region Health Department,105
2022-02-16,2233,Grey Bruce Health Unit,37
2022-02-16,2234,Haldimand-Norfolk Health Unit,23
2022-02-16,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",39
2022-02-16,2236,Halton Region Health Department,59
2022-02-16,2237,Hamilton Public Health Services,77
2022-02-16,2238,Hastings and Prince Edward Counties Health Unit,43
2022-02-16,2240,Chatham-Kent Health Unit,29
2022-02-16,2241,"Kingston, Frontenac and Lennox & Addington Public Health",61
2022-02-16,2242,Lambton Public Health,65
2022-02-16,2243,"Leeds, Grenville and Lanark District Health Unit",25
2022-02-16,2244,Middlesex-London Health Unit,92
2022-02-16,2246,Niagara Region Public Health Department,85
2022-02-16,2247,North Bay Parry Sound District Health Unit,49
2022-02-16,2249,Northwestern Health Unit,57
2022-02-16,2251,Ottawa Public Health,200
2022-02-16,2253,Peel Public Health,126
2022-02-16,2255,Peterborough Public Health,22
2022-02-16,2256,Porcupine Health Unit,71
2022-02-16,2257,Renfrew County and District Health Unit,12
2022-02-16,2258,Eastern Ontario Health Unit,37
2022-02-16,2260,Simcoe Muskoka District Health Unit,120
2022-02-16,2261,Sudbury & District Health Unit,41
2022-02-16,2262,Thunder Bay District Health Unit,105
2022-02-16,2263,Timiskaming Health Unit,9
2022-02-16,2265,"Region of Waterloo, Public Health",62
2022-02-16,2266,Wellington-Dufferin-Guelph Public Health,28
2022-02-16,2268,Windsor-Essex County Health Unit,60
2022-02-16,2270,York Region Public Health Services,84
2022-02-16,3895,Toronto Public Health,237
2022-02-16,4913,Southwestern Public Health,32
2022-02-16,5183,Huron Perth District Health Unit,20
2022-02-17,2226,Algoma Public Health Unit,67
2022-02-17,2227,Brant County Health Unit,21
2022-02-17,2230,Durham Region Health Department,65
2022-02-17,2233,Grey Bruce Health Unit,29
2022-02-17,2234,Haldimand-Norfolk Health Unit,26
2022-02-17,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",35
2022-02-17,2236,Halton Region Health Department,50
2022-02-17,2237,Hamilton Public Health Services,61
2022-02-17,2238,Hastings and Prince Edward Counties Health Unit,47
2022-02-17,2240,Chatham-Kent Health Unit,32
2022-02-17,2241,"Kingston, Frontenac and Lennox & Addington Public Health",58
2022-02-17,2242,Lambton Public Health,29
2022-02-17,2243,"Leeds, Grenville and Lanark District Health Unit",35
2022-02-17,2244,Middlesex-London Health Unit,94
2022-02-17,2246,Niagara Region Public Health Department,98
2022-02-17,2247,North Bay Parry Sound District Health Unit,43
2022-02-17,2249,Northwestern Health Unit,103
2022-02-17,2251,Ottawa Public Health,181
2022-02-17,2253,Peel Public Health,177
2022-02-17,2255,Peterborough Public Health,21
2022-02-17,2256,Porcupine Health Unit,48
2022-02-17,2257,Renfrew County and District Health Unit,16
2022-02-17,2258,Eastern Ontario Health Unit,38
2022-02-17,2260,Simcoe Muskoka District Health Unit,129
2022-02-17,2261,Sudbury & District Health Unit,83
2022-02-17,2262,Thunder Bay District Health Unit,104
2022-02-17,2263,Timiskaming Health Unit,3
2022-02-17,2265,"Region of Waterloo, Public Health",65
2022-02-17,2266,Wellington-Dufferin-Guelph Public Health,22
2022-02-17,2268,Windsor-Essex County Health Unit,78
2022-02-17,2270,York Region Public Health Services,94
2022-02-17,3895,Toronto Public Health,369
2022-02-17,4913,Southwestern Public Health,29
2022-02-17,5183,Huron Perth District Health Unit,19
2022-02-18,2226,Algoma Public Health Unit,52
2022-02-18,2227,Brant County Health Unit,7
2022-02-18,2230,Durham Region Health Department,107
2022-02-18,2233,Grey Bruce Health Unit,30
2022-02-18,2234,Haldimand-Norfolk Health Unit,9
2022-02-18,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",28
2022-02-18,2236,Halton Region Health Department,47
2022-02-18,2237,Hamilton Public Health Services,66
2022-02-18,2238,Hastings and Prince Edward Counties Health Unit,35
2022-02-18,2240,Chatham-Kent Health Unit,14
2022-02-18,2241,"Kingston, Frontenac and Lennox & Addington Public Health",59
2022-02-18,2242,Lambton Public Health,16
2022-02-18,2243,"Leeds, Grenville and Lanark District Health Unit",33
2022-02-18,2244,Middlesex-London Health Unit,47
2022-02-18,2246,Niagara Region Public Health Department,75
2022-02-18,2247,North Bay Parry Sound District Health Unit,36
2022-02-18,2249,Northwestern Health Unit,64
2022-02-18,2251,Ottawa Public Health,126
2022-02-18,2253,Peel Public Health,104
2022-02-18,2255,Peterborough Public Health,24
2022-02-18,2256,Porcupine Health Unit,63
2022-02-18,2257,Renfrew County and District Health Unit,18
2022-02-18,2258,Eastern Ontario Health Unit,40
2022-02-18,2260,Simcoe Muskoka District Health Unit,82
2022-02-18,2261,Sudbury & District Health Unit,66
2022-02-18,2262,Thunder Bay District Health Unit,69
2022-02-18,2263,Timiskaming Health Unit,7
2022-02-18,2265,"Region of Waterloo, Public Health",48
2022-02-18,2266,Wellington-Dufferin-Guelph Public Health,41
2022-02-18,2268,Windsor-Essex County Health Unit,89
2022-02-18,2270,York Region Public Health Services,88
2022-02-18,3895,Toronto Public Health,235
2022-02-18,4913,Southwestern Public Health,22
2022-02-18,5183,Huron Perth District Health Unit,9
2022-02-19,2226,Algoma Public Health Unit,43
2022-02-19,2227,Brant County Health Unit,10
2022-02-19,2230,Durham Region Health Department,57
2022-02-19,2233,Grey Bruce Health Unit,32
2022-02-19,2234,Haldimand-Norfolk Health Unit,11
2022-02-19,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",26
2022-02-19,2236,Halton Region Health Department,20
2022-02-19,2237,Hamilton Public Health Services,47
2022-02-19,2238,Hastings and Prince Edward Counties Health Unit,21
2022-02-19,2240,Chatham-Kent Health Unit,17
2022-02-19,2241,"Kingston, Frontenac and Lennox & Addington Public Health",49
2022-02-19,2242,Lambton Public Health,31
2022-02-19,2243,"Leeds, Grenville and Lanark District Health Unit",37
2022-02-19,2244,Middlesex-London Health Unit,59
2022-02-19,2246,Niagara Region Public Health Department,53
2022-02-19,2247,North Bay Parry Sound District Health Unit,32
2022-02-19,2249,Northwestern Health Unit,33
2022-02-19,2251,Ottawa Public Health,119
2022-02-19,2253,Peel Public Health,73
2022-02-19,2255,Peterborough Public Health,20
2022-02-19,2256,Porcupine Health Unit,40
2022-02-19,2257,Renfrew County and District Health Unit,9
